Sr.No,State,Year,Month,Value
930,TELANGANA,1978,JUN,261.6
931,TELANGANA,1978,JUL,376.5
932,TELANGANA,1978,AUG,376.7
933,TELANGANA,1978,SEP,116.0
934,TELANGANA,1978,OCT,50.1
935,TELANGANA,1978,NOV,31.6
936,TELANGANA,1978,DEC,0.0
937,TELANGANA,1979,JAN,9.8
938,TELANGANA,1979,FEB,22.8
939,TELANGANA,1979,MAR,1.2
940,TELANGANA,1979,APR,12.6
941,TELANGANA,1979,MAY,48.7
942,TELANGANA,1979,JUN,145.9
943,TELANGANA,1979,JUL,156.4
944,TELANGANA,1979,AUG,131.8
945,TELANGANA,1979,SEP,200.0
946,TELANGANA,1979,OCT,15.7
947,TELANGANA,1979,NOV,39.5
948,TELANGANA,1979,DEC,7.3
949,TELANGANA,1980,JAN,0.0
950,TELANGANA,1980,FEB,0.0
951,TELANGANA,1980,MAR,5.3
952,TELANGANA,1980,APR,15.5
953,TELANGANA,1980,MAY,8.3
954,TELANGANA,1980,JUN,219.6
955,TELANGANA,1980,JUL,210.1
956,TELANGANA,1980,AUG,294.5
957,TELANGANA,1980,SEP,145.6
958,TELANGANA,1980,OCT,5.0
959,TELANGANA,1980,NOV,2.4
960,TELANGANA,1980,DEC,16.2
961,TELANGANA,1981,JAN,10.3
962,TELANGANA,1981,FEB,0.0
963,TELANGANA,1981,MAR,26.2
964,TELANGANA,1981,APR,11.7
965,TELANGANA,1981,MAY,40.1
966,TELANGANA,1981,JUN,187.2
967,TELANGANA,1981,JUL,227.5
968,TELANGANA,1981,AUG,310.2
969,TELANGANA,1981,SEP,285.2
970,TELANGANA,1981,OCT,42.5
971,TELANGANA,1981,NOV,0.8
972,TELANGANA,1981,DEC,2.1
973,TELANGANA,1982,JAN,5.7
974,TELANGANA,1982,FEB,0.0
975,TELANGANA,1982,MAR,4.2
976,TELANGANA,1982,APR,22.2
977,TELANGANA,1982,MAY,37.1
978,TELANGANA,1982,JUN,123.8
979,TELANGANA,1982,JUL,265.6
980,TELANGANA,1982,AUG,184.1
981,TELANGANA,1982,SEP,174.4
982,TELANGANA,1982,OCT,100.8
983,TELANGANA,1982,NOV,15.3
984,TELANGANA,1982,DEC,0.0
985,TELANGANA,1983,JAN,0.0
986,TELANGANA,1983,FEB,4.2
987,TELANGANA,1983,MAR,1.7
988,TELANGANA,1983,APR,3.9
989,TELANGANA,1983,MAY,38.4
990,TELANGANA,1983,JUN,158.8
991,TELANGANA,1983,JUL,301.5
992,TELANGANA,1983,AUG,416.8
993,TELANGANA,1983,SEP,378.2
994,TELANGANA,1983,OCT,185.4
995,TELANGANA,1983,NOV,1.0
996,TELANGANA,1983,DEC,7.5
997,TELANGANA,1984,JAN,7.3
998,TELANGANA,1984,FEB,8.1
999,TELANGANA,1984,MAR,4.7
1000,TELANGANA,1984,APR,11.4
1001,TELANGANA,1984,MAY,3.5
1002,TELANGANA,1984,JUN,104.9
1003,TELANGANA,1984,JUL,277.8
1004,TELANGANA,1984,AUG,119.8
1005,TELANGANA,1984,SEP,111.8
1006,TELANGANA,1984,OCT,91.1
1007,TELANGANA,1984,NOV,2.2
1008,TELANGANA,1984,DEC,0.0
1009,TELANGANA,1985,JAN,5.7
1010,TELANGANA,1985,FEB,0.0
1011,TELANGANA,1985,MAR,4.7
1012,TELANGANA,1985,APR,15.5
1013,TELANGANA,1985,MAY,13.6
1014,TELANGANA,1985,JUN,181.4
1015,TELANGANA,1985,JUL,223.8
1016,TELANGANA,1985,AUG,160.8
1017,TELANGANA,1985,SEP,70.0
1018,TELANGANA,1985,OCT,108.0
1019,TELANGANA,1985,NOV,0.0
1020,TELANGANA,1985,DEC,2.3
1021,TELANGANA,1986,JAN,29.4
1022,TELANGANA,1986,FEB,60.3
1023,TELANGANA,1986,MAR,1.9
1024,TELANGANA,1986,APR,21.5
1025,TELANGANA,1986,MAY,9.1
1026,TELANGANA,1986,JUN,115.5
1027,TELANGANA,1986,JUL,234.9
1028,TELANGANA,1986,AUG,406.8
1029,TELANGANA,1986,SEP,65.6
1030,TELANGANA,1986,OCT,24.6
1031,TELANGANA,1986,NOV,20.4
1032,TELANGANA,1986,DEC,17.3
1033,TELANGANA,1987,JAN,15.3
1034,TELANGANA,1987,FEB,1.0
1035,TELANGANA,1987,MAR,18.4
1036,TELANGANA,1987,APR,9.5
1037,TELANGANA,1987,MAY,30.5
1038,TELANGANA,1987,JUN,133.1
1039,TELANGANA,1987,JUL,275.0
1040,TELANGANA,1987,AUG,221.6
1041,TELANGANA,1987,SEP,60.1
1042,TELANGANA,1987,OCT,94.7
1043,TELANGANA,1987,NOV,116.0
1044,TELANGANA,1987,DEC,1.8
1045,TELANGANA,1988,JAN,0.0
1046,TELANGANA,1988,FEB,6.5
1047,TELANGANA,1988,MAR,1.1
1048,TELANGANA,1988,APR,26.6
1049,TELANGANA,1988,MAY,3.4
1050,TELANGANA,1988,JUN,135.8
1051,TELANGANA,1988,JUL,656.2
1052,TELANGANA,1988,AUG,341.7
1053,TELANGANA,1988,SEP,313.4
1054,TELANGANA,1988,OCT,50.5
1055,TELANGANA,1988,NOV,2.4
1056,TELANGANA,1988,DEC,7.2
1057,TELANGANA,1989,JAN,0.0
1058,TELANGANA,1989,FEB,0.0
1059,TELANGANA,1989,MAR,39.2
1060,TELANGANA,1989,APR,1.9
1061,TELANGANA,1989,MAY,4.9
1062,TELANGANA,1989,JUN,238.5
1063,TELANGANA,1989,JUL,406.0
1064,TELANGANA,1989,AUG,277.7
1065,TELANGANA,1989,SEP,165.4
1066,TELANGANA,1989,OCT,17.4
1067,TELANGANA,1989,NOV,1.4
1068,TELANGANA,1989,DEC,8.6
1069,TELANGANA,1990,JAN,4.2
1070,TELANGANA,1990,FEB,4.1
1071,TELANGANA,1990,MAR,35.2
1072,TELANGANA,1990,APR,1.0
1073,TELANGANA,1990,MAY,159.8
1074,TELANGANA,1990,JUN,245.1
1075,TELANGANA,1990,JUL,180.2
1076,TELANGANA,1990,AUG,471.1
1077,TELANGANA,1990,SEP,132.1
1078,TELANGANA,1990,OCT,180.2
1079,TELANGANA,1990,NOV,12.4
1080,TELANGANA,1990,DEC,0.1
1081,TELANGANA,1991,JAN,21.7
1082,TELANGANA,1991,FEB,4.1
1083,TELANGANA,1991,MAR,8.9
1084,TELANGANA,1991,APR,21.6
1085,TELANGANA,1991,MAY,34.4
1086,TELANGANA,1991,JUN,194.5
1087,TELANGANA,1991,JUL,268.8
1088,TELANGANA,1991,AUG,122.0
1089,TELANGANA,1991,SEP,100.8
1090,TELANGANA,1991,OCT,29.4
1091,TELANGANA,1991,NOV,36.8
1092,TELANGANA,1991,DEC,6.0
1093,TELANGANA,1992,JAN,4.8
1094,TELANGANA,1992,FEB,0.0
1095,TELANGANA,1992,MAR,2.5
1096,TELANGANA,1992,APR,10.7
1097,TELANGANA,1992,MAY,20.6
1098,TELANGANA,1992,JUN,180.5
1099,TELANGANA,1992,JUL,180.5
1100,TELANGANA,1992,AUG,271.8
1101,TELANGANA,1992,SEP,99.0
1102,TELANGANA,1992,OCT,47.0
1103,TELANGANA,1992,NOV,46.1
1104,TELANGANA,1992,DEC,0.0
1105,TELANGANA,1993,JAN,4.9
1106,TELANGANA,1993,FEB,2.0
1107,TELANGANA,1993,MAR,12.9
1108,TELANGANA,1993,APR,13.1
1109,TELANGANA,1993,MAY,29.4
1110,TELANGANA,1993,JUN,83.9
1111,TELANGANA,1993,JUL,291.8
1112,TELANGANA,1993,AUG,146.4
1113,TELANGANA,1993,SEP,187.0
1114,TELANGANA,1993,OCT,100.9
1115,TELANGANA,1993,NOV,0.1
1116,TELANGANA,1993,DEC,13.2
1117,TELANGANA,1994,JAN,8.6
1118,TELANGANA,1994,FEB,12.5
1119,TELANGANA,1994,MAR,0.0
1120,TELANGANA,1994,APR,21.5
1121,TELANGANA,1994,MAY,20.4
1122,TELANGANA,1994,JUN,115.3
1123,TELANGANA,1994,JUL,308.2
1124,TELANGANA,1994,AUG,256.3
1125,TELANGANA,1994,SEP,53.9
1126,TELANGANA,1994,OCT,143.0
1127,TELANGANA,1994,NOV,36.2
1128,TELANGANA,1994,DEC,0.0
1129,TELANGANA,1995,JAN,98.7
1130,TELANGANA,1995,FEB,0.5
1131,TELANGANA,1995,MAR,22.0
1132,TELANGANA,1995,APR,16.0
1133,TELANGANA,1995,MAY,35.6
1134,TELANGANA,1995,JUN,135.4
1135,TELANGANA,1995,JUL,282.1
1136,TELANGANA,1995,AUG,209.2
1137,TELANGANA,1995,SEP,141.1
1138,TELANGANA,1995,OCT,332.7
1139,TELANGANA,1995,NOV,12.6
1140,TELANGANA,1995,DEC,0.0
1141,TELANGANA,1996,JAN,0.0
1142,TELANGANA,1996,FEB,7.9
1143,TELANGANA,1996,MAR,4.7
1144,TELANGANA,1996,APR,31.1
1145,TELANGANA,1996,MAY,13.6
1146,TELANGANA,1996,JUN,115.9
1147,TELANGANA,1996,JUL,264.1
1148,TELANGANA,1996,AUG,295.9
1149,TELANGANA,1996,SEP,160.2
1150,TELANGANA,1996,OCT,72.4
1151,TELANGANA,1996,NOV,13.2
1152,TELANGANA,1996,DEC,7.8
1153,TELANGANA,1997,JAN,22.6
1154,TELANGANA,1997,FEB,0.9
1155,TELANGANA,1997,MAR,20.2
1156,TELANGANA,1997,APR,43.4
1157,TELANGANA,1997,MAY,21.3
1158,TELANGANA,1997,JUN,85.5
1159,TELANGANA,1997,JUL,156.7
1160,TELANGANA,1997,AUG,154.5
1161,TELANGANA,1997,SEP,169.1
1162,TELANGANA,1997,OCT,87.9
1163,TELANGANA,1997,NOV,46.9
1164,TELANGANA,1997,DEC,46.9
1165,TELANGANA,1998,JAN,5.2
1166,TELANGANA,1998,FEB,22.2
1167,TELANGANA,1998,MAR,15.2
1168,TELANGANA,1998,APR,15.5
1169,TELANGANA,1998,MAY,27.9
1170,TELANGANA,1998,JUN,149.4
1171,TELANGANA,1998,JUL,264.0
1172,TELANGANA,1998,AUG,290.5
1173,TELANGANA,1998,SEP,209.3
1174,TELANGANA,1998,OCT,79.4
1175,TELANGANA,1998,NOV,14.5
1176,TELANGANA,1998,DEC,0.0
1177,TELANGANA,1999,JAN,0.0
1178,TELANGANA,1999,FEB,9.3
1179,TELANGANA,1999,MAR,4.6
1180,TELANGANA,1999,APR,1.7
1181,TELANGANA,1999,MAY,74.8
1182,TELANGANA,1999,JUN,141.6
1183,TELANGANA,1999,JUL,205.2
1184,TELANGANA,1999,AUG,190.9
1185,TELANGANA,1999,SEP,177.6
1186,TELANGANA,1999,OCT,55.7
1187,TELANGANA,1999,NOV,2.2
1188,TELANGANA,1999,DEC,0.0
1189,TELANGANA,2000,JAN,0.6
1190,TELANGANA,2000,FEB,16.8
1191,TELANGANA,2000,MAR,1.0
1192,TELANGANA,2000,APR,16.3
1193,TELANGANA,2000,MAY,48.8
1194,TELANGANA,2000,JUN,253.2
1195,TELANGANA,2000,JUL,220.9
1196,TELANGANA,2000,AUG,420.5
1197,TELANGANA,2000,SEP,70.7
1198,TELANGANA,2000,OCT,20.2
1199,TELANGANA,2000,NOV,6.4
1200,TELANGANA,2000,DEC,2.5
1201,TELANGANA,2001,JAN,8.5
1202,TELANGANA,2001,FEB,0.0
1203,TELANGANA,2001,MAR,21.5
1204,TELANGANA,2001,APR,37.3
1205,TELANGANA,2001,MAY,7.5
1206,TELANGANA,2001,JUN,183.9
1207,TELANGANA,2001,JUL,123.8
1208,TELANGANA,2001,AUG,266.8
1209,TELANGANA,2001,SEP,119.9
1210,TELANGANA,2001,OCT,135.6
1211,TELANGANA,2001,NOV,17.4
1212,TELANGANA,2001,DEC,0.0
1213,TELANGANA,2002,JAN,18.8
1214,TELANGANA,2002,FEB,10.1
1215,TELANGANA,2002,MAR,7.6
1216,TELANGANA,2002,APR,7.7
1217,TELANGANA,2002,MAY,32.0
1218,TELANGANA,2002,JUN,143.2
1219,TELANGANA,2002,JUL,91.7
1220,TELANGANA,2002,AUG,321.7
1221,TELANGANA,2002,SEP,52.4
1222,TELANGANA,2002,OCT,76.2
1223,TELANGANA,2002,NOV,3.9
1224,TELANGANA,2002,DEC,0.0
1225,TELANGANA,2003,JAN,0.0
1226,TELANGANA,2003,FEB,10.7
1227,TELANGANA,2003,MAR,21.9
1228,TELANGANA,2003,APR,14.0
1229,TELANGANA,2003,MAY,7.9
1230,TELANGANA,2003,JUN,112.6
1231,TELANGANA,2003,JUL,312.2
1232,TELANGANA,2003,AUG,266.5
1233,TELANGANA,2003,SEP,103.2
1234,TELANGANA,2003,OCT,101.7
1235,TELANGANA,2003,NOV,7.3
1236,TELANGANA,2003,DEC,5.3
1237,TELANGANA,2004,JAN,34.4
1238,TELANGANA,2004,FEB,17.9
1239,TELANGANA,2004,MAR,9.3
1240,TELANGANA,2004,APR,25.9
1241,TELANGANA,2004,MAY,34.6
1242,TELANGANA,2004,JUN,64.6
1243,TELANGANA,2004,JUL,216.7
1244,TELANGANA,2004,AUG,117.7
1245,TELANGANA,2004,SEP,110.1
1246,TELANGANA,2004,OCT,30.6
1247,TELANGANA,2004,NOV,5.3
1248,TELANGANA,2004,DEC,0.0
1249,TELANGANA,2005,JAN,43.4
1250,TELANGANA,2005,FEB,14.1
1251,TELANGANA,2005,MAR,14.6
1252,TELANGANA,2005,APR,23.8
1253,TELANGANA,2005,MAY,19.7
1254,TELANGANA,2005,JUN,115.1
1255,TELANGANA,2005,JUL,400.3
1256,TELANGANA,2005,AUG,126.9
1257,TELANGANA,2005,SEP,246.3
1258,TELANGANA,2005,OCT,136.1
1259,TELANGANA,2005,NOV,3.9
1260,TELANGANA,2005,DEC,18.8
1261,TELANGANA,2006,JAN,0.0
1262,TELANGANA,2006,FEB,0.0
1263,TELANGANA,2006,MAR,42.7
1264,TELANGANA,2006,APR,38.6
1265,TELANGANA,2006,MAY,46.1
1266,TELANGANA,2006,JUN,104.8
1267,TELANGANA,2006,JUL,169.5
1268,TELANGANA,2006,AUG,308.2
1269,TELANGANA,2006,SEP,280.2
1270,TELANGANA,2006,OCT,28.1
1271,TELANGANA,2006,NOV,34.7
1272,TELANGANA,2006,DEC,0.0
1273,TELANGANA,2007,JAN,0.0
1274,TELANGANA,2007,FEB,0.0
1275,TELANGANA,2007,MAR,0.1
1276,TELANGANA,2007,APR,0.1
1277,TELANGANA,2007,MAY,9.2
1278,TELANGANA,2007,JUN,176.6
1279,TELANGANA,2007,JUL,134.6
1280,TELANGANA,2007,AUG,206.6
1281,TELANGANA,2007,SEP,262.3
1282,TELANGANA,2007,OCT,40.8
1283,TELANGANA,2007,NOV,13.0
1284,TELANGANA,2007,DEC,0.0
1285,TELANGANA,2008,JAN,0.2
1286,TELANGANA,2008,FEB,18.6
1287,TELANGANA,2008,MAR,108.6
1288,TELANGANA,2008,APR,15.7
1289,TELANGANA,2008,MAY,4.9
1290,TELANGANA,2008,JUN,132.9
1291,TELANGANA,2008,JUL,183.4
1292,TELANGANA,2008,AUG,391.8
1293,TELANGANA,2008,SEP,146.7
1294,TELANGANA,2008,OCT,24.2
1295,TELANGANA,2008,NOV,7.5
1296,TELANGANA,2008,DEC,0.8
1297,TELANGANA,2009,JAN,0.0
1298,TELANGANA,2009,FEB,0.0
1299,TELANGANA,2009,MAR,2.1
1300,TELANGANA,2009,APR,4.5
1301,TELANGANA,2009,MAY,13.1
1302,TELANGANA,2009,JUN,85.8
1303,TELANGANA,2009,JUL,118.4
1304,TELANGANA,2009,AUG,192.3
1305,TELANGANA,2009,SEP,149.7
1306,TELANGANA,2009,OCT,69.5
1307,TELANGANA,2009,NOV,29.6
1308,TELANGANA,2009,DEC,1.2
1309,TELANGANA,2010,JAN,10.3
1310,TELANGANA,2010,FEB,5.3
1311,TELANGANA,2010,MAR,1.5
1312,TELANGANA,2010,APR,5.6
1313,TELANGANA,2010,MAY,24.9
1314,TELANGANA,2010,JUN,127.0
1315,TELANGANA,2010,JUL,395.5
1316,TELANGANA,2010,AUG,308.1
1317,TELANGANA,2010,SEP,249.8
1318,TELANGANA,2010,OCT,98.7
1319,TELANGANA,2010,NOV,40.5
1320,TELANGANA,2010,DEC,9.3
1321,TELANGANA,2011,JAN,0.0
1322,TELANGANA,2011,FEB,11.9
1323,TELANGANA,2011,MAR,2.6
1324,TELANGANA,2011,APR,25.6
1325,TELANGANA,2011,MAY,9.3
1326,TELANGANA,2011,JUN,83.9
1327,TELANGANA,2011,JUL,268.2
1328,TELANGANA,2011,AUG,225.9
1329,TELANGANA,2011,SEP,107.6
1330,TELANGANA,2011,OCT,13.9
1331,TELANGANA,2011,NOV,4.2
1332,TELANGANA,2011,DEC,0.0
1333,TELANGANA,2012,JAN,6.7
1334,TELANGANA,2012,FEB,0.0
1335,TELANGANA,2012,MAR,0.2
1336,TELANGANA,2012,APR,14.0
1337,TELANGANA,2012,MAY,8.4
1338,TELANGANA,2012,JUN,124.4
1339,TELANGANA,2012,JUL,300.3
1340,TELANGANA,2012,AUG,229.9
1341,TELANGANA,2012,SEP,202.4
1342,TELANGANA,2012,OCT,83.6
1343,TELANGANA,2012,NOV,38.7
1344,TELANGANA,2012,DEC,0.0
1345,TELANGANA,2013,JAN,2.4
1346,TELANGANA,2013,FEB,29.0
1347,TELANGANA,2013,MAR,0.2
1348,TELANGANA,2013,APR,24.4
1349,TELANGANA,2013,MAY,8.5
1350,TELANGANA,2013,JUN,213.4
1351,TELANGANA,2013,JUL,453.8
1352,TELANGANA,2013,AUG,230.6
1353,TELANGANA,2013,SEP,161.4
1354,TELANGANA,2013,OCT,205.9
1355,TELANGANA,2013,NOV,16.4
1356,TELANGANA,2013,DEC,2.7
1357,TELANGANA,2014,JAN,0.2
1358,TELANGANA,2014,FEB,2.9
1359,TELANGANA,2014,MAR,58.3
1360,TELANGANA,2014,APR,10.3
1361,TELANGANA,2014,MAY,73.3
1362,TELANGANA,2014,JUN,62.3
1363,TELANGANA,2014,JUL,146.0
1364,TELANGANA,2014,AUG,205.2
1365,TELANGANA,2014,SEP,146.8
1366,TELANGANA,2014,OCT,29.6
1367,TELANGANA,2014,NOV,10.8
1368,TELANGANA,2014,DEC,0.7
1369,TELANGANA,2015,JAN,17.5
1370,TELANGANA,2015,FEB,0.0
1371,TELANGANA,2015,MAR,43.0
1372,TELANGANA,2015,APR,65.7
1373,TELANGANA,2015,MAY,23.3
1374,TELANGANA,2015,JUN,266.9
1375,TELANGANA,2015,JUL,104.4
1376,TELANGANA,2015,AUG,160.5
1377,TELANGANA,2015,SEP,158.3
1378,TELANGANA,2015,OCT,15.6
1379,TELANGANA,2015,NOV,0.3
1380,TELANGANA,2015,DEC,1.7
